Chromosome	Start	End	Gene	Strand	Gene.id	Gene.Type	Gene.Status	entrez_id
ENSG00000099617.2	19	1286153	1301430	EFNA2	+	ENSG00000099617.2	protein_coding	KNOWN	1943
ENSG00000115286.15	19	1383526	1394802	NDUFS7	+	ENSG00000115286.15	protein_coding	KNOWN	374291
ENSG00000130005.7	19	1397091	1401569	GAMT	-	ENSG00000130005.7	protein_coding	KNOWN	2593
ENSG00000071626.12	19	1407568	1435719	DAZAP1	+	ENSG00000071626.12	protein_coding	KNOWN	26528
ENSG00000115268.5	19	1438358	1440583	RPS15	+	ENSG00000115268.5	protein_coding	KNOWN	6209
ENSG00000268798.1	19	1440838	1441937	AC027307.3	+	ENSG00000268798.1	protein_coding	KNOWN	NA
ENSG00000115266.7	19	1446300	1473199	APC2	+	ENSG00000115266.7	protein_coding	KNOWN	10297
ENSG00000119559.11	19	1461153	1479555	C19orf25	-	ENSG00000119559.11	protein_coding	KNOWN	148223
ENSG00000115257.11	19	1481427	1490751	PCSK4	-	ENSG00000115257.11	protein_coding	KNOWN	54760
ENSG00000115255.6	19	1491165	1497926	REEP6	+	ENSG00000115255.6	protein_coding	KNOWN	92840
ENSG00000185761.6	19	1505017	1513603	ADAMTSL5	-	ENSG00000185761.6	protein_coding	KNOWN	339366
ENSG00000185988.7	19	1524073	1535455	PLK5	+	ENSG00000185988.7	protein_coding	KNOWN	126520
ENSG00000181588.15	19	1554668	1568057	MEX3D	-	ENSG00000181588.15	protein_coding	KNOWN	399664
ENSG00000071655.13	19	1576639	1592882	MBD3	-	ENSG00000071655.13	protein_coding	KNOWN	53615
ENSG00000127540.7	19	1597171	1605480	UQCR11	-	ENSG00000127540.7	protein_coding	KNOWN	10975
ENSG00000071564.10	19	1609291	1652604	TCF3	-	ENSG00000071564.10	protein_coding	KNOWN	6929
ENSG00000205922.4	19	1752372	1780987	ONECUT3	+	ENSG00000205922.4	protein_coding	KNOWN	390874
ENSG00000130270.12	19	1782074	1812275	ATP8B3	-	ENSG00000130270.12	protein_coding	KNOWN	148229
ENSG00000079313.7	19	1815586	1848452	REXO1	-	ENSG00000079313.7	protein_coding	KNOWN	57455
ENSG00000129911.4	19	1852450	1863567	KLF16	-	ENSG00000129911.4	protein_coding	KNOWN	83855
ENSG00000129968.11	19	1876809	1885546	ABHD17A	-	ENSG00000129968.11	protein_coding	KNOWN	81926
ENSG00000227500.5	19	1905213	1926016	SCAMP4	+	ENSG00000227500.5	protein_coding	KNOWN	113178
ENSG00000213638.4	19	1908018	1913088	ADAT3	+	ENSG00000213638.4	protein_coding	KNOWN	113179
ENSG00000133275.11	19	1941188	1981337	CSNK1G2	+	ENSG00000133275.11	protein_coding	KNOWN	1455
ENSG00000133243.4	19	1985447	2034880	BTBD2	-	ENSG00000133243.4	protein_coding	KNOWN	55643
ENSG00000099875.10	19	2037470	2051243	MKNK2	-	ENSG00000099875.10	protein_coding	KNOWN	2872
ENSG00000172081.9	19	2071037	2096331	MOB3A	-	ENSG00000172081.9	protein_coding	KNOWN	126308
ENSG00000099840.9	19	2096673	2099586	IZUMO4	+	ENSG00000099840.9	protein_coding	KNOWN	113177
ENSG00000065000.11	19	2100993	2164464	AP3D1	-	ENSG00000065000.11	protein_coding	KNOWN	8943
ENSG00000104885.13	19	2164148	2232577	DOT1L	+	ENSG00000104885.13	protein_coding	KNOWN	84444
ENSG00000104886.5	19	2233148	2237703	PLEKHJ1	-	ENSG00000104886.5	protein_coding	KNOWN	55111
ENSG00000104897.5	19	2237793	2248678	SF3A2	+	ENSG00000104897.5	protein_coding	KNOWN	8175
ENSG00000104899.4	19	2249308	2252072	AMH	+	ENSG00000104899.4	protein_coding	KNOWN	268
ENSG00000167476.6	19	2252251	2269758	JSRP1	-	ENSG00000167476.6	protein_coding	KNOWN	126306
ENSG00000104904.8	19	2270290	2273487	OAZ1	+	ENSG00000104904.8	protein_coding	KNOWN	4946
ENSG00000188305.4	19	2274631	2282181	C19orf35	-	ENSG00000188305.4	protein_coding	KNOWN	374872
ENSG00000220008.2	19	2289774	2308156	LINGO3	-	ENSG00000220008.2	protein_coding	KNOWN	645191
ENSG00000130332.10	19	2321516	2328613	LSM7	-	ENSG00000130332.10	protein_coding	KNOWN	51690
ENSG00000178297.8	19	2389784	2425491	TMPRSS9	+	ENSG00000178297.8	protein_coding	KNOWN	360200
ENSG00000099800.3	19	2425622	2427635	TIMM13	-	ENSG00000099800.3	protein_coding	KNOWN	26517
ENSG00000176619.6	19	2427893	2456994	LMNB2	-	ENSG00000176619.6	protein_coding	KNOWN	84823
ENSG00000099860.4	19	2476125	2478257	GADD45B	+	ENSG00000099860.4	protein_coding	KNOWN	4616
ENSG00000176533.8	19	2511217	2702707	GNG7	-	ENSG00000176533.8	protein_coding	KNOWN	2788
ENSG00000176490.4	19	2714565	2721416	DIRAS1	-	ENSG00000176490.4	protein_coding	KNOWN	148252
ENSG00000141873.6	19	2732202	2740150	SLC39A3	-	ENSG00000141873.6	protein_coding	KNOWN	29985
ENSG00000104969.5	19	2754712	2783369	SGTA	-	ENSG00000104969.5	protein_coding	KNOWN	6449
ENSG00000172009.10	19	2785458	2813599	THOP1	+	ENSG00000172009.10	protein_coding	KNOWN	7064
ENSG00000172006.7	19	2819872	2835771	ZNF554	+	ENSG00000172006.7	protein_coding	KNOWN	115196
ENSG00000186300.7	19	2841433	2860482	ZNF555	+	ENSG00000186300.7	protein_coding	KNOWN	148254
ENSG00000172000.3	19	2867333	2878515	ZNF556	+	ENSG00000172000.3	protein_coding	KNOWN	80032
ENSG00000171970.8	19	2900896	2918474	ZNF57	+	ENSG00000171970.8	protein_coding	KNOWN	126295
ENSG00000175691.8	19	2933216	2944969	ZNF77	-	ENSG00000175691.8	protein_coding	KNOWN	58492
ENSG00000104953.14	19	2977444	2995177	TLE6	+	ENSG00000104953.14	protein_coding	KNOWN	79816
ENSG00000065717.10	19	2997636	3047633	TLE2	-	ENSG00000065717.10	protein_coding	KNOWN	7089
ENSG00000104964.10	19	3053334	3063105	AES	-	ENSG00000104964.10	protein_coding	KNOWN	166
ENSG00000088256.4	19	3094408	3124002	GNA11	+	ENSG00000088256.4	protein_coding	KNOWN	2767
ENSG00000060558.3	19	3136191	3163767	GNA15	+	ENSG00000060558.3	protein_coding	KNOWN	2769
ENSG00000125910.4	19	3172344	3180329	S1PR4	+	ENSG00000125910.4	protein_coding	KNOWN	8698
ENSG00000125912.6	19	3185561	3209573	NCLN	+	ENSG00000125912.6	protein_coding	KNOWN	56926
ENSG00000161082.8	19	3224701	3297074	CELF5	+	ENSG00000161082.8	protein_coding	KNOWN	60680
ENSG00000141905.13	19	3359561	3469215	NFIC	+	ENSG00000141905.13	protein_coding	KNOWN	4782
ENSG00000095932.5	19	3474405	3480540	C19orf77	-	ENSG00000095932.5	protein_coding	KNOWN	284422
ENSG00000129932.3	19	3490819	3500938	DOHH	-	ENSG00000129932.3	protein_coding	KNOWN	83475
ENSG00000105325.9	19	3506271	3538258	FZR1	+	ENSG00000105325.9	protein_coding	KNOWN	51343
ENSG00000161091.8	19	3538329	3574288	MFSD12	-	ENSG00000161091.8	protein_coding	KNOWN	126321
ENSG00000183397.5	19	3539152	3544028	C19orf71	+	ENSG00000183397.5	protein_coding	KNOWN	100128569
ENSG00000064961.14	19	3572775	3579086	HMG20B	+	ENSG00000064961.14	protein_coding	KNOWN	10362
ENSG00000179855.5	19	3585551	3593539	GIPC3	+	ENSG00000179855.5	protein_coding	KNOWN	126326
ENSG00000006638.7	19	3594504	3606838	TBXA2R	-	ENSG00000006638.7	protein_coding	KNOWN	6915
ENSG00000105298.9	19	3610639	3626813	CACTIN	-	ENSG00000105298.9	protein_coding	KNOWN	58509
ENSG00000186111.4	19	3630181	3700477	PIP5K1C	-	ENSG00000186111.4	protein_coding	KNOWN	23396
ENSG00000105289.10	19	3708107	3750811	TJP3	+	ENSG00000105289.10	protein_coding	KNOWN	27134
ENSG00000011132.7	19	3750878	3761697	APBA3	-	ENSG00000011132.7	protein_coding	KNOWN	9546
ENSG00000183617.4	19	3762662	3768573	MRPL54	+	ENSG00000183617.4	protein_coding	KNOWN	116541
ENSG00000173976.11	19	3769087	3772233	RAX2	-	ENSG00000173976.11	protein_coding	KNOWN	84839
ENSG00000007264.9	19	3777971	3802127	MATK	-	ENSG00000007264.9	protein_coding	KNOWN	4145
ENSG00000105278.6	19	3804022	3869030	ZFR2	-	ENSG00000105278.6	protein_coding	KNOWN	23217
ENSG00000167654.13	19	3879862	3928077	ATCAY	+	ENSG00000167654.13	protein_coding	KNOWN	85300
ENSG00000077009.9	19	3933101	3942414	NMRK2	+	ENSG00000077009.9	protein_coding	KNOWN	27231
ENSG00000167657.7	19	3958451	3971121	DAPK3	-	ENSG00000167657.7	protein_coding	KNOWN	1613
ENSG00000167658.11	19	3976054	3985467	EEF2	-	ENSG00000167658.11	protein_coding	KNOWN	1938
ENSG00000105229.2	19	4007644	4039384	PIAS4	+	ENSG00000105229.2	protein_coding	KNOWN	51588
ENSG00000205147.3	19	4041127	4043154	AC016586.1	-	ENSG00000205147.3	protein_coding	KNOWN	NA
ENSG00000178951.4	19	4044362	4066943	ZBTB7A	-	ENSG00000178951.4	protein_coding	KNOWN	51341
ENSG00000126934.9	19	4090319	4124126	MAP2K2	-	ENSG00000126934.9	protein_coding	KNOWN	5605
ENSG00000060566.9	19	4153598	4173051	CREB3L3	+	ENSG00000060566.9	protein_coding	KNOWN	84699
ENSG00000077463.10	19	4174106	4182601	SIRT6	-	ENSG00000077463.10	protein_coding	KNOWN	51548
ENSG00000089847.8	19	4183351	4224811	ANKRD24	+	ENSG00000089847.8	protein_coding	KNOWN	170961
ENSG00000105246.5	19	4229495	4237528	EBI3	+	ENSG00000105246.5	protein_coding	KNOWN	10148
ENSG00000105248.11	19	4247076	4269087	CCDC94	+	ENSG00000105248.11	protein_coding	KNOWN	55702
ENSG00000105251.6	19	4278598	4290721	SHD	+	ENSG00000105251.6	protein_coding	KNOWN	56961
ENSG00000167664.4	19	4292229	4302428	TMIGD2	-	ENSG00000167664.4	protein_coding	KNOWN	126259
ENSG00000105255.6	19	4304597	4323833	FSD1	+	ENSG00000105255.6	protein_coding	KNOWN	79187
ENSG00000178078.7	19	4324040	4342783	STAP2	-	ENSG00000178078.7	protein_coding	KNOWN	55620
ENSG00000008382.11	19	4343524	4360083	MPND	+	ENSG00000008382.11	protein_coding	KNOWN	84954
ENSG00000141985.5	19	4360367	4400544	SH3GL1	-	ENSG00000141985.5	protein_coding	KNOWN	6455
ENSG00000167670.11	19	4402659	4444995	CHAF1A	+	ENSG00000167670.11	protein_coding	KNOWN	10036
ENSG00000167671.7	19	4445016	4457819	UBXN6	-	ENSG00000167671.7	protein_coding	KNOWN	80700
ENSG00000167674.10	19	4472284	4502203	HDGFRP2	+	ENSG00000167674.10	protein_coding	KNOWN	84717
ENSG00000167676.3	19	4502224	4517716	PLIN4	-	ENSG00000167676.3	protein_coding	KNOWN	729359
ENSG00000214456.4	19	4522543	4535236	PLIN5	-	ENSG00000214456.4	protein_coding	KNOWN	440503
ENSG00000171236.9	19	4536421	4540486	LRG1	-	ENSG00000171236.9	protein_coding	KNOWN	116844
ENSG00000167680.11	19	4542600	4559820	SEMA6B	-	ENSG00000167680.11	protein_coding	KNOWN	10501
ENSG00000185361.4	19	4639530	4655580	TNFAIP8L1	+	ENSG00000185361.4	protein_coding	KNOWN	126282
ENSG00000074842.3	19	4657557	4670382	C19orf10	-	ENSG00000074842.3	protein_coding	KNOWN	56005
ENSG00000142002.12	19	4675236	4724685	DPP9	-	ENSG00000142002.12	protein_coding	KNOWN	91039
ENSG00000141965.3	19	4791728	4792268	FEM1A	+	ENSG00000141965.3	protein_coding	KNOWN	55527
ENSG00000127666.8	19	4815944	4831716	TICAM1	-	ENSG00000127666.8	protein_coding	KNOWN	148022
ENSG00000105355.4	19	4838423	4867780	PLIN3	-	ENSG00000105355.4	protein_coding	KNOWN	10226
ENSG00000205784.2	19	4890449	4902879	ARRDC5	-	ENSG00000205784.2	protein_coding	KNOWN	645432
ENSG00000127663.10	19	4969125	5153606	KDM4B	+	ENSG00000127663.10	protein_coding	KNOWN	23030
ENSG00000105426.10	19	5158506	5340814	PTPRS	-	ENSG00000105426.10	protein_coding	KNOWN	5802
ENSG00000105428.4	19	5455426	5456867	ZNRF4	+	ENSG00000105428.4	protein_coding	KNOWN	148066
ENSG00000130254.7	19	5587010	5624057	SAFB2	-	ENSG00000130254.7	protein_coding	KNOWN	9667
ENSG00000160633.8	19	5623046	5668489	SAFB	+	ENSG00000160633.8	protein_coding	KNOWN	6294
ENSG00000130255.8	19	5674958	5691844	RPL36	+	ENSG00000130255.8	protein_coding	KNOWN	25873
ENSG00000174917.4	19	5678432	5680614	C19orf70	-	ENSG00000174917.4	protein_coding	KNOWN	125988
ENSG00000167733.9	19	5680908	5688533	HSD11B1L	+	ENSG00000167733.9	protein_coding	KNOWN	374875
ENSG00000196365.7	19	5691888	5720583	LONP1	-	ENSG00000196365.7	protein_coding	KNOWN	9361
ENSG00000174898.11	19	5720688	5778745	CATSPERD	+	ENSG00000174898.11	protein_coding	KNOWN	257062
ENSG00000212123.3	19	5782971	5784776	PRR22	-	ENSG00000212123.3	protein_coding	KNOWN	163154
ENSG00000141994.11	19	5784843	5791249	DUS3L	-	ENSG00000141994.11	protein_coding	KNOWN	56931
ENSG00000171119.2	19	5823813	5828335	NRTN	+	ENSG00000171119.2	protein_coding	KNOWN	4902
ENSG00000156413.9	19	5830621	5839742	FUT6	-	ENSG00000156413.9	protein_coding	KNOWN	2528
ENSG00000171124.8	19	5842899	5851485	FUT3	-	ENSG00000171124.8	protein_coding	KNOWN	2525
ENSG00000130383.6	19	5865837	5870551	FUT5	-	ENSG00000130383.6	protein_coding	KNOWN	2527
ENSG00000174886.8	19	5891287	5904017	NDUFA11	-	ENSG00000174886.8	protein_coding	KNOWN	126328
ENSG00000187650.3	19	5904869	5910864	VMAC	+	ENSG00000187650.3	protein_coding	KNOWN	400673
ENSG00000105519.8	19	5911780	5915888	CAPS	+	ENSG00000105519.8	protein_coding	KNOWN	828
ENSG00000031823.10	19	5916150	5978153	RANBP3	-	ENSG00000031823.10	protein_coding	KNOWN	8498
ENSG00000087903.8	19	5993175	6199583	RFX2	-	ENSG00000087903.8	protein_coding	KNOWN	5990
ENSG00000130377.9	19	6135258	6193112	ACSBG2	+	ENSG00000130377.9	protein_coding	KNOWN	81616
ENSG00000130382.7	19	6212966	6279959	MLLT1	-	ENSG00000130382.7	protein_coding	KNOWN	4298
ENSG00000167769.4	19	6306153	6333640	ACER1	-	ENSG00000167769.4	protein_coding	KNOWN	125981
ENSG00000125656.4	19	6361463	6368919	CLPP	+	ENSG00000125656.4	protein_coding	KNOWN	8192
ENSG00000125652.3	19	6372444	6375042	ALKBH7	+	ENSG00000125652.3	protein_coding	KNOWN	84266
ENSG00000125650.4	19	6375159	6379069	PSPN	-	ENSG00000125650.4	protein_coding	KNOWN	5623
ENSG00000125651.9	19	6379580	6393992	GTF2F1	-	ENSG00000125651.9	protein_coding	KNOWN	2962
ENSG00000088247.11	19	6413359	6424805	KHSRP	-	ENSG00000088247.11	protein_coding	KNOWN	8570
ENSG00000181240.9	19	6426048	6433790	SLC25A41	-	ENSG00000181240.9	protein_coding	KNOWN	284427
ENSG00000125648.10	19	6436090	6465214	SLC25A23	-	ENSG00000125648.10	protein_coding	KNOWN	79085
ENSG00000130545.11	19	6463788	6467217	CRB3	+	ENSG00000130545.11	protein_coding	KNOWN	92359
ENSG00000205744.5	19	6467233	6482568	DENND1C	-	ENSG00000205744.5	protein_coding	KNOWN	79958
ENSG00000104833.6	19	6494330	6502859	TUBB4A	-	ENSG00000104833.6	protein_coding	KNOWN	10382
ENSG00000125657.3	19	6531010	6535931	TNFSF9	+	ENSG00000125657.3	protein_coding	KNOWN	8744
ENSG00000125726.6	19	6583194	6604114	CD70	-	ENSG00000125726.6	protein_coding	KNOWN	970
ENSG00000125735.6	19	6663148	6670599	TNFSF14	-	ENSG00000125735.6	protein_coding	KNOWN	8740
ENSG00000125730.12	19	6677715	6730573	C3	-	ENSG00000125730.12	protein_coding	KNOWN	718
ENSG00000125734.9	19	6729925	6737614	GPR108	-	ENSG00000125734.9	protein_coding	KNOWN	56927
ENSG00000125733.13	19	6737936	6751537	TRIP10	+	ENSG00000125733.13	protein_coding	KNOWN	9322
ENSG00000125731.8	19	6752171	6767599	SH2D3A	-	ENSG00000125731.8	protein_coding	KNOWN	10045
ENSG00000141968.3	19	6772725	6857377	VAV1	+	ENSG00000141968.3	protein_coding	KNOWN	7409
ENSG00000174837.10	19	6887577	6940470	EMR1	+	ENSG00000174837.10	protein_coding	KNOWN	2015
ENSG00000204752.3	19	7011514	7013338	AC025278.1	+	ENSG00000204752.3	protein_coding	KNOWN	NA
ENSG00000237247.4	19	7030589	7033022	MBD3L5	+	ENSG00000237247.4	protein_coding	KNOWN	284428
ENSG00000205718.4	19	7037759	7040190	MBD3L4	-	ENSG00000205718.4	protein_coding	KNOWN	653656
ENSG00000230522.3	19	7049332	7051746	MBD3L2	+	ENSG00000230522.3	protein_coding	KNOWN	125997
ENSG00000182315.4	19	7056220	7058651	MBD3L3	-	ENSG00000182315.4	protein_coding	KNOWN	653657
ENSG00000130544.7	19	7069455	7087062	ZNF557	+	ENSG00000130544.7	protein_coding	KNOWN	79230
ENSG00000171105.9	19	7112266	7294045	INSR	-	ENSG00000171105.9	protein_coding	KNOWN	3643
ENSG00000263264.1	19	7413848	7448271	CTB-133G6.1	+	ENSG00000263264.1	protein_coding	NOVEL	NA
ENSG00000104880.13	19	7459999	7537363	ARHGEF18	+	ENSG00000104880.13	protein_coding	KNOWN	23370
ENSG00000104883.3	19	7541761	7562335	PEX11G	-	ENSG00000104883.3	protein_coding	KNOWN	92960
ENSG00000198723.6	19	7557862	7573336	C19orf45	+	ENSG00000198723.6	protein_coding	KNOWN	374877
ENSG00000198816.5	19	7580178	7585912	ZNF358	+	ENSG00000198816.5	protein_coding	KNOWN	140467
ENSG00000090674.11	19	7587512	7598889	MCOLN1	+	ENSG00000090674.11	protein_coding	KNOWN	57192
ENSG00000032444.11	19	7598896	7626650	PNPLA6	+	ENSG00000032444.11	protein_coding	KNOWN	10908
ENSG00000076826.5	19	7660788	7683190	CAMSAP3	+	ENSG00000076826.5	protein_coding	KNOWN	57662
ENSG00000076924.7	19	7684411	7694451	XAB2	-	ENSG00000076924.7	protein_coding	KNOWN	56949
ENSG00000229833.5	19	7694623	7696842	PET100	+	ENSG00000229833.5	protein_coding	KNOWN	100131801
ENSG00000174788.5	19	7697279	7698634	PCP2	-	ENSG00000174788.5	protein_coding	KNOWN	126006
ENSG00000076944.10	19	7701877	7712759	STXBP2	+	ENSG00000076944.10	protein_coding	KNOWN	6813
ENSG00000104918.4	19	7733930	7735334	RETN	+	ENSG00000104918.4	protein_coding	KNOWN	56729
ENSG00000183019.3	19	7741514	7744712	C19orf59	+	ENSG00000183019.3	protein_coding	KNOWN	199675
ENSG00000181029.7	19	7745729	7747744	TRAPPC5	+	ENSG00000181029.7	protein_coding	KNOWN	126003
ENSG00000104921.10	19	7753644	7767032	FCER2	-	ENSG00000104921.10	protein_coding	KNOWN	2208
ENSG00000182566.8	19	7793843	7798792	CLEC4G	-	ENSG00000182566.8	protein_coding	KNOWN	339390
ENSG00000090659.13	19	7804879	7812464	CD209	-	ENSG00000090659.13	protein_coding	KNOWN	30835
ENSG00000104938.12	19	7828035	7834491	CLEC4M	+	ENSG00000104938.12	protein_coding	KNOWN	10332
ENSG00000142459.4	19	7895119	7929862	EVI5L	+	ENSG00000142459.4	protein_coding	KNOWN	115704
ENSG00000183248.7	19	7933605	7939326	CTD-3193O13.9	-	ENSG00000183248.7	protein_coding	NOVEL	80164
ENSG00000171017.6	19	7953390	7963688	LRRC8E	+	ENSG00000171017.6	protein_coding	KNOWN	80131
ENSG00000214248.2	19	7966902	7968427	AC010336.1	-	ENSG00000214248.2	protein_coding	KNOWN	NA
ENSG00000076984.13	19	7968728	7979363	MAP2K7	+	ENSG00000076984.13	protein_coding	KNOWN	5609
ENSG00000260001.2	19	7981030	7983014	TGFBR3L	+	ENSG00000260001.2	protein_coding	KNOWN	100507588
ENSG00000104976.7	19	7985201	7988135	SNAPC2	+	ENSG00000104976.7	protein_coding	KNOWN	6618
ENSG00000178531.4	19	7989372	7991051	CTXN1	-	ENSG00000178531.4	protein_coding	KNOWN	404217
ENSG00000104980.3	19	7991649	8008805	TIMM44	-	ENSG00000104980.3	protein_coding	KNOWN	10469
ENSG00000066044.9	19	8023463	8070543	ELAVL1	-	ENSG00000066044.9	protein_coding	KNOWN	1994
ENSG00000131142.9	19	8117651	8127534	CCL25	+	ENSG00000131142.9	protein_coding	KNOWN	6370
ENSG00000142449.8	19	8130286	8214730	FBN3	-	ENSG00000142449.8	protein_coding	KNOWN	84467
ENSG00000090661.7	19	8271620	8327305	CERS4	+	ENSG00000090661.7	protein_coding	KNOWN	79603
ENSG00000167775.6	19	8367011	8373240	CD320	-	ENSG00000167775.6	protein_coding	KNOWN	51293
ENSG00000267855.1	19	8373490	8386280	NDUFA7	-	ENSG00000267855.1	protein_coding	KNOWN	4701
ENSG00000233927.4	19	8386384	8388198	RPS28	+	ENSG00000233927.4	protein_coding	KNOWN	6234
ENSG00000186994.7	19	8388225	8408146	KANK3	-	ENSG00000186994.7	protein_coding	KNOWN	256949
ENSG00000167772.7	19	8428173	8439256	ANGPTL4	+	ENSG00000167772.7	protein_coding	KNOWN	51129
ENSG00000185236.7	19	8454865	8469318	RAB11B	+	ENSG00000185236.7	protein_coding	KNOWN	9230
ENSG00000099785.6	19	8478154	8503901	MARCH2	+	ENSG00000099785.6	protein_coding	KNOWN	51257
ENSG00000099783.7	19	8509651	8553998	HNRNPM	+	ENSG00000099783.7	protein_coding	KNOWN	4670
ENSG00000133246.7	19	8554940	8567996	PRAM1	-	ENSG00000133246.7	protein_coding	KNOWN	84106
ENSG00000133250.9	19	8575462	8579044	ZNF414	-	ENSG00000133250.9	protein_coding	KNOWN	84330
ENSG00000142347.12	19	8585674	8642461	MYO1F	-	ENSG00000142347.12	protein_coding	KNOWN	4542
ENSG00000142303.9	19	8645126	8675585	ADAMTS10	-	ENSG00000142303.9	protein_coding	KNOWN	81794
ENSG00000181786.3	19	8807751	8809172	ACTL9	-	ENSG00000181786.3	protein_coding	KNOWN	284382
ENSG00000181733.2	19	8841316	8842371	OR2Z1	+	ENSG00000181733.2	protein_coding	KNOWN	284383
ENSG00000167785.4	19	8920380	8943004	ZNF558	-	ENSG00000167785.4	protein_coding	KNOWN	148156
ENSG00000170948.3	19	8943074	8954016	MBD3L1	+	ENSG00000170948.3	protein_coding	KNOWN	85509
ENSG00000181143.11	19	8959520	9092018	MUC16	-	ENSG00000181143.11	protein_coding	KNOWN	94025
ENSG00000170929.5	19	9203855	9204889	OR1M1	+	ENSG00000170929.5	protein_coding	KNOWN	125963
ENSG00000170923.2	19	9212945	9213982	OR7G2	-	ENSG00000170923.2	protein_coding	KNOWN	390882
ENSG00000161807.2	19	9225274	9226439	OR7G1	-	ENSG00000161807.2	protein_coding	KNOWN	125962
ENSG00000170920.2	19	9236688	9237626	OR7G3	-	ENSG00000170920.2	protein_coding	KNOWN	390883
ENSG00000130803.10	19	9251056	9274100	ZNF317	+	ENSG00000130803.10	protein_coding	KNOWN	57693
ENSG00000188000.2	19	9296279	9299493	OR7D2	+	ENSG00000188000.2	protein_coding	KNOWN	162998
ENSG00000174667.2	19	9324526	9325542	OR7D4	-	ENSG00000174667.2	protein_coding	KNOWN	125958
ENSG00000237521.1	19	9361606	9362820	OR7E24	+	ENSG00000237521.1	protein_coding	KNOWN	26648
ENSG00000196110.3	19	9404951	9420514	ZNF699	-	ENSG00000196110.3	protein_coding	KNOWN	374879
ENSG00000188321.9	19	9434448	9461838	ZNF559	+	ENSG00000188321.9	protein_coding	KNOWN	84527
ENSG00000188629.7	19	9473696	9493293	ZNF177	+	ENSG00000188629.7	protein_coding	KNOWN	7730
ENSG00000174652.13	19	9523272	9546254	ZNF266	-	ENSG00000174652.13	protein_coding	KNOWN	10781
ENSG00000198028.3	19	9577183	9609283	ZNF560	-	ENSG00000198028.3	protein_coding	KNOWN	147741
ENSG00000130818.6	19	9638667	9649303	ZNF426	-	ENSG00000130818.6	protein_coding	KNOWN	79088
ENSG00000197961.7	19	9671029	9695209	ZNF121	-	ENSG00000197961.7	protein_coding	KNOWN	7675
ENSG00000171469.6	19	9715356	9732075	ZNF561	-	ENSG00000171469.6	protein_coding	KNOWN	93134
ENSG00000267106.1	19	9732179	9756165	C19orf82	+	ENSG00000267106.1	protein_coding	NOVEL	284385
ENSG00000171466.5	19	9759330	9785776	ZNF562	-	ENSG00000171466.5	protein_coding	KNOWN	54811
ENSG00000224689.3	19	9800600	9811452	ZNF812	-	ENSG00000224689.3	protein_coding	KNOWN	NA
ENSG00000196605.3	19	9862669	9903856	ZNF846	-	ENSG00000196605.3	protein_coding	KNOWN	162993
ENSG00000127452.4	19	9920943	9938492	FBXL12	-	ENSG00000127452.4	protein_coding	KNOWN	54850
ENSG00000198258.6	19	9938568	9940791	UBL5	+	ENSG00000198258.6	protein_coding	KNOWN	59286
ENSG00000127445.9	19	9945933	9960358	PIN1	+	ENSG00000127445.9	protein_coding	KNOWN	5300
ENSG00000105088.4	19	9964394	10047228	OLFM2	-	ENSG00000105088.4	protein_coding	KNOWN	93145
ENSG00000080573.6	19	10070237	10121147	COL5A3	-	ENSG00000080573.6	protein_coding	KNOWN	50509
ENSG00000080511.2	19	10123925	10132955	RDH8	+	ENSG00000080511.2	protein_coding	KNOWN	50700
ENSG00000130813.13	19	10196806	10203921	C19orf66	+	ENSG00000130813.13	protein_coding	KNOWN	55337
ENSG00000130812.6	19	10204025	10213472	ANGPTL6	-	ENSG00000130812.6	protein_coding	KNOWN	83854
ENSG00000130810.15	19	10216965	10221972	PPAN	+	ENSG00000130810.15	protein_coding	KNOWN	56342
ENSG00000244165.1	19	10222214	10226048	P2RY11	+	ENSG00000244165.1	protein_coding	KNOWN	5032
ENSG00000130811.6	19	10226155	10230594	EIF3G	-	ENSG00000130811.6	protein_coding	KNOWN	8666
ENSG00000130816.10	19	10244022	10341962	DNMT1	-	ENSG00000130816.10	protein_coding	KNOWN	1786
ENSG00000267534.1	19	10334520	10335623	S1PR2	-	ENSG00000267534.1	protein_coding	KNOWN	9294
ENSG00000105364.9	19	10362577	10370499	MRPL4	+	ENSG00000105364.9	protein_coding	KNOWN	51073
ENSG00000090339.4	19	10381511	10396476	ICAM1	+	ENSG00000090339.4	protein_coding	KNOWN	3383
ENSG00000105376.4	19	10400657	10407454	ICAM5	+	ENSG00000105376.4	protein_coding	KNOWN	7087
ENSG00000220201.3	19	10415479	10420556	ZGLP1	-	ENSG00000220201.3	protein_coding	KNOWN	100125288
ENSG00000267673.2	19	10420721	10426691	FDX1L	-	ENSG00000267673.2	protein_coding	KNOWN	112812
ENSG00000161847.9	19	10426888	10444316	RAVER1	-	ENSG00000161847.9	protein_coding	KNOWN	125950
ENSG00000076662.5	19	10444452	10450499	ICAM3	-	ENSG00000076662.5	protein_coding	KNOWN	3385
ENSG00000105397.9	19	10461209	10491352	TYK2	-	ENSG00000105397.9	protein_coding	KNOWN	7297
ENSG00000105401.2	19	10501810	10530797	CDC37	-	ENSG00000105401.2	protein_coding	KNOWN	11140
ENSG00000065989.11	19	10527449	10580305	PDE4A	+	ENSG00000065989.11	protein_coding	KNOWN	5141
ENSG00000079999.9	19	10596796	10614417	KEAP1	-	ENSG00000079999.9	protein_coding	KNOWN	9817
